From_left	Log2Ratio	p_value	MaxRPKM	ID	Species	GeneName	Symbol
NM_021955	-3.8	0.297	211.74	2792	Homo sapiens	G protein subunit gamma transducin 1(GNGT1)	GNGT1
NM_021963	-3.59	0.0617	2689.84	4674	Homo sapiens	nucleosome assembly protein 1 like 2(NAP1L2)	NAP1L2
NM_021966	-2.36	0.063	5.12	8115	Homo sapiens	T-cell leukemia/lymphoma 1A(TCL1A)	TCL1A
NM_021969	-5.02	0.0979	74.73	8431	Homo sapiens	nuclear receptor subfamily 0 group B member 2(NR0B2)	NR0B2
NM_021992	-1.95	0.193	933.66	11013	Homo sapiens	thymosin beta 15a(TMSB15A)	TMSB15A
NM_022002	-2.29	0.326	7.79	8856	Homo sapiens	nuclear receptor subfamily 1 group I member 2(NR1I2)	NR1I2
NM_022003	-6.2	0.0763	293.87	53826	Homo sapiens	FXYD domain containing ion transport regulator 6(FXYD6)	FXYD6
NM_022046	-2.47	0.105	758.27	43847	Homo sapiens	kallikrein related peptidase 14(KLK14)	KLK14
NM_022054	-3.88	0.112	535.6	56659	Homo sapiens	potassium two pore domain channel subfamily K member 13(KCNK13)	KCNK13
NM_022055	-9.74	0.327	4286.73	56660	Homo sapiens	potassium two pore domain channel subfamily K member 12(KCNK12)	KCNK12
NM_022058	-10.12	0.226	13269.88	57282	Homo sapiens	solute carrier family 4 member 10(SLC4A10)	SLC4A10
NM_022070	-1.69	0.271	47734.88	63897	Homo sapiens	HEAT repeat containing 6(HEATR6)	HEATR6
NM_022076	-1.6	0.347	3.02	63904	Homo sapiens	dual specificity phosphatase 21(DUSP21)	DUSP21
NM_022089	-1.14	0.324	35686.01	23400	Homo sapiens	ATPase 13A2(ATP13A2)	ATP13A2
NM_022096	-1.57	0.108	1427.9	63926	Homo sapiens	ankyrin repeat and EF-hand domain containing 1(ANKEF1)	ANKEF1
NM_022100	-1.92	0.113	872.6	63931	Homo sapiens	mitochondrial ribosomal protein S14(MRPS14)	MRPS14
NM_022106	-1.04	0.261	22370.47	63939	Homo sapiens	family with sequence similarity 217 member B(FAM217B)	FAM217B
NM_022107	-1.68	0.375	82.55	63940	Homo sapiens	G-protein signaling modulator 3(GPSM3)	GPSM3
NM_022112	-3.46	0.145	160.13	63970	Homo sapiens	tumor protein p53 regulated apoptosis inducing protein 1(TP53AIP1)	TP53AIP1
NM_022121	-1.28	0.15	139445.99	64065	Homo sapiens	PERP, TP53 apoptosis effector(PERP)	PERP
NM_022123	-1.86	0.344	782.5	64067	Homo sapiens	neuronal PAS domain protein 3(NPAS3)	NPAS3
NM_022124	-6.48	0.344	212.6	64072	Homo sapiens	cadherin related 23(CDH23)	CDH23
NM_022131	-4.08	0.13	20575.5	64084	Homo sapiens	calsyntenin 2(CLSTN2)	CLSTN2
NM_022134	-1.94	0.136	534.11	64090	Homo sapiens	galactose-3-O-sulfotransferase 2(GAL3ST2)	GAL3ST2
NM_022135	-1.29	0.127	111.1	64091	Homo sapiens	popeye domain containing 2(POPDC2)	POPDC2
NM_022138	-8.25	0.0985	3355.55	64094	Homo sapiens	SPARC related modular calcium binding 2(SMOC2)	SMOC2
NM_022143	-1.81	0.15	576.53	64101	Homo sapiens	leucine rich repeat containing 4(LRRC4)	LRRC4
NM_022149	-1.27	0.0572	49030.75	64110	Homo sapiens	MAGE family member F1(MAGEF1)	MAGEF1
NM_022156	-1.07	0.158	21944.81	64118	Homo sapiens	dihydrouridine synthase 1 like(DUS1L)	DUS1L
NM_022158	-1.22	0.108	4750.12	64122	Homo sapiens	fructosamine 3 kinase(FN3K)	FN3K
NM_022161	-2.32	0.411	150.39	79444	Homo sapiens	baculoviral IAP repeat containing 7(BIRC7)	BIRC7
NM_022162	-6.95	0.107	806.37	64127	Homo sapiens	nucleotide binding oligomerization domain containing 2(NOD2)	NOD2
NM_022304	-1.3	0.281	103.7	3274	Homo sapiens	histamine receptor H2(HRH2)	HRH2
NM_022337	-1.67	0.23	2769.13	23682	Homo sapiens	RAB38, member RAS oncogene family(RAB38)	RAB38
NM_022351	-5.76	0.229	36572.42	64168	Homo sapiens	N-terminal EF-hand calcium binding protein 1(NECAB1)	NECAB1
NM_022358	-5.96	0.14	4010.36	60598	Homo sapiens	potassium two pore domain channel subfamily K member 15(KCNK15)	kcnk15
NM_022360	-1.02	0.347	2.03	64184	Homo sapiens	epididymal protein 3B(EDDM3B)	EDDM3B
NM_022363	-3.17	0.401	68.16	64211	Homo sapiens	LIM homeobox 5(LHX5)	LHX5
NM_022405	-2.89	0.193	387.95	54716	Homo sapiens	solute carrier family 6 member 20(SLC6A20)	SLC6A20
NM_022436	-2.66	0.185	6.32	64240	Homo sapiens	ATP binding cassette subfamily G member 5(ABCG5)	ABCG5
NM_022437	-1.61	0.234	3.88	64241	Homo sapiens	ATP binding cassette subfamily G member 8(ABCG8)	ABCG8
NM_022439	-1.13	0.499	1.14	4118	Homo sapiens	mal, T-cell differentiation protein(MAL)	MAL
NM_022440	-1.01	0.54	1.02	4118	Homo sapiens	mal, T-cell differentiation protein(MAL)	MAL
NM_022444	-1.77	0.0707	22.9	6561	Homo sapiens	solute carrier family 13 member 1(SLC13A1)	SLC13A1
NM_022465	-1.58	0.11	1863.36	64375	Homo sapiens	IKAROS family zinc finger 4(IKZF4)	IKZF4
NM_022468	-4.73	0.145	7602.26	64386	Homo sapiens	matrix metallopeptidase 25(MMP25)	MMP25
NM_022469	-4.19	0.346	1341.54	64388	Homo sapiens	gremlin 2, DAN family BMP antagonist(GREM2)	GREM2
NM_022552	-1.11	0.487	3617.35	1788	Homo sapiens	DNA methyltransferase 3 alpha(DNMT3A)	DNMT3A
NM_022564	-1.54	0.514	2073.16	4325	Homo sapiens	matrix metallopeptidase 16(MMP16)	MMP16
NM_022567	-1.44	0.431	5.76	60506	Homo sapiens	nyctalopin(NYX)	NYX
NM_022569	-6.99	0.0875	483.98	64579	Homo sapiens	N-deacetylase and N-sulfotransferase 4(NDST4)	NDST4
NM_022570	-2.68	0.265	51.63	64581	Homo sapiens	C-type lectin domain family 7 member A(CLEC7A)	CLEC7A
NM_022572	-1.07	0.246	19405.78	25953	Homo sapiens	paroxysmal nonkinesigenic dyskinesia(PNKD)	pnkd
NM_022659	-1.24	0.514	9.68	64641	Homo sapiens	early B-cell factor 2(EBF2)	EBF2
NM_022751	-1.14	0.0524	3247.43	64762	Homo sapiens	GRB2 associated regulator of MAPK1 subtype 1(GAREM1)	GAREM1
NM_022760	-1.17	0.0769	8027.69	64773	Homo sapiens	PC-esterase domain containing 1A(PCED1A)	PCED1A
NM_022772	-3.43	0.0992	3768.59	64787	Homo sapiens	EPS8 like 2(EPS8L2)	EPS8L2
NM_022777	-2.81	0.352	569.02	64792	Homo sapiens	intraflagellar transport 22(IFT22)	IFT22
NM_022802	-2.24	0.079	613.95	1488	Homo sapiens	C-terminal binding protein 2(CTBP2)	CTBP2
NM_022810	-1	0.274	919.69	9016	Homo sapiens	solute carrier family 25 member 14(SLC25A14)	SLC25A14
NM_022819	-3.19	0.104	21.42	64600	Homo sapiens	phospholipase A2 group IIF(PLA2G2F)	PLA2G2F
NM_022820	-1.41	0.445	13.94	64816	Homo sapiens	cytochrome P450 family 3 subfamily A member 43(CYP3A43)	CYP3A43
NM_022827	-1.66	0.0718	3144.72	64847	Homo sapiens	spermatogenesis associated 20(SPATA20)	SPATA20
NM_022875	-1.02	0.128	558.06	6607	Homo sapiens	survival of motor neuron 2, centromeric(SMN2)	smn2
NM_022911	-2.69	0.0583	1614.94	65010	Homo sapiens	solute carrier family 26 member 6(SLC26A6)	slc26a6
NM_022912	-6.68	0.0715	8299.07	65055	Homo sapiens	receptor accessory protein 1(REEP1)	REEP1
NM_022963	-5.48	0.143	16671.49	2264	Homo sapiens	fibroblast growth factor receptor 4(FGFR4)	fgfr4
NM_022965	-4.17	0.0665	2703.43	2261	Homo sapiens	fibroblast growth factor receptor 3(FGFR3)	FGFR3
NM_022970	-6.5	0.187	11011.5	2263	Homo sapiens	fibroblast growth factor receptor 2(FGFR2)	FGFR2
NM_023000	-1.07	0.387	1857.87	5926	Homo sapiens	AT-rich interaction domain 4A(ARID4A)	ARID4A
NM_023001	-1.09	0.0814	2363.37	5926	Homo sapiens	AT-rich interaction domain 4A(ARID4A)	ARID4A
NM_023003	-2.61	0.353	342.37	53346	Homo sapiens	transmembrane 6 superfamily member 1(TM6SF1)	TM6SF1
NM_023007	-1.27	0.167	21827.9	65094	Homo sapiens	jumonji domain containing 4(JMJD4)	JMJD4
NM_023110	-1.73	0.302	21400.58	2260	Homo sapiens	fibroblast growth factor receptor 1(FGFR1)	FGFR1
NM_023920	-3.11	0.0831	73.74	50838	Homo sapiens	taste 2 receptor member 13(TAS2R13)	tas2r13
NM_023921	-1.32	0.204	51.89	50839	Homo sapiens	taste 2 receptor member 10(TAS2R10)	TAS2R10
NM_023922	-1.06	0.27	196.52	50840	Homo sapiens	taste 2 receptor member 14(TAS2R14)	TAS2R14
NM_023931	-1.06	0.13	11730.02	65988	Homo sapiens	zinc finger protein 747(ZNF747)	ZNF747
NM_023938	-2.24	0.0885	1113.07	79098	Homo sapiens	chromosome 1 open reading frame 116(C1orf116)	c1orf116
NM_023942	-2.91	0.118	929.33	65999	Homo sapiens	leucine rich repeat containing 61(LRRC61)	LRRC61
NM_023943	-2.02	0.115	493.1	66000	Homo sapiens	transmembrane protein 108(TMEM108)	TMEM108
NM_023946	-4.44	0.15	200.95	66004	Homo sapiens	Ly6/neurotoxin 1(LYNX1)	LYNX1
NM_024009	-2.1	0.111	961.82	2707	Homo sapiens	gap junction protein beta 3(GJB3)	GJB3
NM_024011	-1.11	0.195	4131.13	728642	Homo sapiens	cyclin dependent kinase 11A(CDK11A)	CDK11A
NM_024025	-1.85	0.476	67.27	78986	Homo sapiens	dual specificity phosphatase 26 (putative)(DUSP26)	DUSP26
NM_024027	-3.2	0.194	16.04	78989	Homo sapiens	collectin subfamily member 11(COLEC11)	COLEC11
NM_024059	-2.24	0.282	183.22	79025	Homo sapiens	fibronectin type III domain containing 11(FNDC11)	FNDC11
NM_024070	-2.18	0.0665	636.56	79037	Homo sapiens	poliovirus receptor related immunoglobulin domain containing(PVRIG)	PVRIG
NM_024076	-1.71	0.0644	4096.7	79047	Homo sapiens	potassium channel tetramerization domain containing 15(KCTD15)	KCTD15
NM_024077	-2.14	0.135	3354.56	79048	Homo sapiens	SECIS binding protein 2(SECISBP2)	SECISBP2
NM_024083	-1.2	0.0928	6384.66	79058	Homo sapiens	ASPSCR1, UBX domain containing tether for SLC2A4(ASPSCR1)	ASPSCR1
NM_024101	-1.58	0.0724	17095.49	79083	Homo sapiens	melanophilin(MLPH)	MLPH
NM_024119	-1.94	0.135	3316.65	79132	Homo sapiens	DExH-box helicase 58(DHX58)	DHX58
NM_024164	-1.07	0.513	63.58	64499	Homo sapiens	tryptase beta 2 (gene/pseudogene)(TPSB2)	TPSB2
NM_024298	-1.15	0.245	22490.47	79143	Homo sapiens	membrane bound O-acyltransferase domain containing 7(MBOAT7)	MBOAT7
NM_024302	-2.16	0.215	117	79148	Homo sapiens	matrix metallopeptidase 28(MMP28)	mmp28
NM_024306	-7.74	0.0555	22434.78	79152	Homo sapiens	fatty acid 2-hydroxylase(FA2H)	FA2H
NM_024311	-2.02	0.0595	1666.94	79157	Homo sapiens	major facilitator superfamily domain containing 11(MFSD11)	MFSD11
NM_024319	-1.34	0.139	14534.78	79169	Homo sapiens	chromosome 1 open reading frame 35(C1orf35)	c1orf35
NM_024328	-5.33	0.151	1877.77	79178	Homo sapiens	thiamine triphosphatase(THTPA)	THTPA
NM_024330	-2.17	0.123	7126	11000	Homo sapiens	solute carrier family 27 member 3(SLC27A3)	SLC27A3
NM_024335	-3.3	0.112	198.34	79190	Homo sapiens	iroquois homeobox 6(IRX6)	IRX6
NM_024344	-3.52	0.39	207.16	825	Homo sapiens	calpain 3(CAPN3)	CAPN3
NM_024418	-5.43	0.264	3544.3	9256	Homo sapiens	TSPO associated protein 1(TSPOAP1)	TSPOAP1
NM_024421	-3.83	0.0702	163.57	1823	Homo sapiens	desmocollin 1(DSC1)	DSC1
NM_024424	-2.13	0.162	339.51	7490	Homo sapiens	Wilms tumor 1(WT1)	WT1
NM_024425	-2.76	0.0909	337.9	7490	Homo sapiens	Wilms tumor 1(WT1)	WT1
NM_024426	-2.17	0.157	339.22	7490	Homo sapiens	Wilms tumor 1(WT1)	WT1
NM_024430	-1.55	0.173	8930	9050	Homo sapiens	proline-serine-threonine phosphatase interacting protein 2(PSTPIP2)	PSTPIP2
NM_024505	-1.12	0.507	327.46	79400	Homo sapiens	NADPH oxidase 5(NOX5)	NOX5
NM_024507	-2.07	0.236	1637.63	79412	Homo sapiens	kringle containing transmembrane protein 2(KREMEN2)	KREMEN2
NM_024514	-2.51	0.11	1162.8	120227	Homo sapiens	cytochrome P450 family 2 subfamily R member 1(CYP2R1)	CYP2R1
NM_024515	-1.22	0.159	3555.21	79446	Homo sapiens	WD repeat domain 25(WDR25)	WDR25
NM_024526	-1.38	0.347	2.6	79574	Homo sapiens	EPS8 like 3(EPS8L3)	EPS8L3
NM_024532	-1.43	0.118	1214.5	79582	Homo sapiens	sperm associated antigen 16(SPAG16)	SPAG16
NM_024539	-3.64	0.164	209.67	79589	Homo sapiens	ring finger protein 128, E3 ubiquitin protein ligase(RNF128)	RNF128
NM_024557	-6.99	0.35	257.47	79608	Homo sapiens	RIC3 acetylcholine receptor chaperone(RIC3)	RIC3
NM_024560	-3.04	0.193	10242.91	79611	Homo sapiens	acyl-CoA synthetase short-chain family member 3(ACSS3)	ACSS3
NM_024565	-1.26	0.1	988.62	79616	Homo sapiens	cyclin J like(CCNJL)	ccnjl
NM_024581	-1.98	0.084	1271.83	79632	Homo sapiens	family with sequence similarity 184 member A(FAM184A)	FAM184A
NM_024584	-1.62	0.233	1224.26	79635	Homo sapiens	coiled-coil domain containing 121(CCDC121)	CCDC121
NM_024585	-1.3	0.0544	15255.57	79637	Homo sapiens	armadillo repeat containing 7(ARMC7)	ARMC7
NM_024586	-1.38	0.446	5796.09	114883	Homo sapiens	oxysterol binding protein like 9(OSBPL9)	OSBPL9
NM_024607	-1.04	0.299	31105.74	79660	Homo sapiens	protein phosphatase 1 regulatory subunit 3B(PPP1R3B)	PPP1R3B
NM_024616	-1.15	0.131	3900.12	79669	Homo sapiens	chromosome 3 open reading frame 52(C3orf52)	c3orf52
NM_024618	-1.35	0.182	6923.8	79671	Homo sapiens	NLR family member X1(NLRX1)	NLRX1
NM_024621	-2.85	0.298	5613.42	79674	Homo sapiens	ventricular zone expressed PH domain containing 1(VEPH1)	VEPH1
NM_024623	-1.92	0.129	536.55	79676	Homo sapiens	2-oxoglutarate and iron dependent oxygenase domain containing 2(OGFOD2)	OGFOD2
NM_024626	-7.93	0.12	8746.02	79679	Homo sapiens	V-set domain containing T cell activation inhibitor 1(VTCN1)	VTCN1
NM_024628	-2.21	0.146	10195.84	84561	Homo sapiens	solute carrier family 12 member 8(SLC12A8)	slc12a8
NM_024636	-5.9	0.106	4393.31	79689	Homo sapiens	STEAP4 metalloreductase(STEAP4)	STEAP4
NM_024642	-3.28	0.299	21683.78	79695	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 12(GALNT12)	GALNT12
NM_024643	-1.33	0.284	763.46	79696	Homo sapiens	zinc finger C2HC-type containing 1C(ZC2HC1C)	ZC2HC1C
NM_024645	-6.68	0.325	733.56	79698	Homo sapiens	zinc finger matrin-type 4(ZMAT4)	ZMAT4
NM_024657	-1.06	0.274	25756.36	79710	Homo sapiens	MORC family CW-type zinc finger 4(MORC4)	MORC4
NM_024663	-2.14	0.114	21577.25	79716	Homo sapiens	aminopeptidase-like 1(NPEPL1)	NPEPL1
NM_024665	-1.2	0.0883	92814.89	79718	Homo sapiens	transducin beta like 1 X-linked receptor 1(TBL1XR1)	TBL1XR1
NM_024674	-4.42	0.333	4443.38	79727	Homo sapiens	lin-28 homolog A(LIN28A)	LIN28A
NM_024677	-3.46	0.0632	2234.14	79730	Homo sapiens	NOP2/Sun RNA methyltransferase family member 7(NSUN7)	NSUN7
NM_024681	-1.11	0.232	512.91	79734	Homo sapiens	potassium channel tetramerization domain containing 17(KCTD17)	KCTD17
NM_024682	-12.23	0.142	4797.22	79735	Homo sapiens	TBC1 domain family member 17(TBC1D17)	TBC1D17
NM_024687	-4.32	0.357	221.01	79740	Homo sapiens	zinc finger B-box domain containing(ZBBX)	zbbx
NM_024689	-1.29	0.347	2.44	79742	Homo sapiens	chromosome X open reading frame 36(CXorf36)	CXorf36
NM_024690	-7.64	0.138	3023.03	94025	Homo sapiens	mucin 16, cell surface associated(MUC16)	MUC16
NM_024693	-1.23	0.204	8441.24	79746	Homo sapiens	enoyl-CoA hydratase domain containing 3(ECHDC3)	ECHDC3
NM_024699	-1.5	0.0738	9303.3	79752	Homo sapiens	zinc finger AN1-type containing 1(ZFAND1)	ZFAND1
NM_024701	-1.66	0.199	24574.32	79754	Homo sapiens	ankyrin repeat and SOCS box containing 13(ASB13)	ASB13
NM_024709	-5.28	0.171	70478.12	79762	Homo sapiens	chromosome 1 open reading frame 115(C1orf115)	C1orf115
NM_024711	-1.03	0.66	2.41	474344	Homo sapiens	GTPase, IMAP family member 6(GIMAP6)	GIMAP6
NM_024727	-13.43	0.26	11025.2	79782	Homo sapiens	leucine rich repeat containing 31(LRRC31)	LRRC31
NM_024743	-3.33	0.244	10.09	79799	Homo sapiens	UDP glucuronosyltransferase family 2 member A3(UGT2A3)	UGT2A3
NM_024760	-3.11	0.24	251.57	79816	Homo sapiens	transducin like enhancer of split 6(TLE6)	TLE6
NM_024761	-4.02	0.325	12196.59	79817	Homo sapiens	MOB kinase activator 3B(MOB3B)	MOB3B
NM_024764	-7.6	0.0829	658.65	79820	Homo sapiens	cation channel sperm associated auxiliary subunit beta(CATSPERB)	CATSPERB
NM_024767	-7.26	0.347	152.81	10395	Homo sapiens	DLC1 Rho GTPase activating protein(DLC1)	DLC1
NM_024783	-1.76	0.132	218.88	79841	Homo sapiens	ATP/GTP binding protein like 2(AGBL2)	AGBL2
NM_024785	-1	0.485	4.85	79843	Homo sapiens	family with sequence similarity 124 member B(FAM124B)	FAM124B
NM_024791	-3.02	0.347	8.13	79849	Homo sapiens	PDZ domain containing 3(PDZD3)	PDZD3
NM_024803	-1.28	0.161	164.36	79861	Homo sapiens	tubulin alpha like 3(TUBAL3)	TUBAL3
NM_024837	-2.14	0.192	36.74	79895	Homo sapiens	ATPase phospholipid transporting 8B4 (putative)(ATP8B4)	ATP8B4
NM_024840	-1.46	0.114	545.69	79898	Homo sapiens	zinc finger protein 613(ZNF613)	ZNF613
NM_024859	-3.65	0.0876	344.74	79917	Homo sapiens	MAGI family member, X-linked(MAGIX)	MAGIX
NM_024861	-3.84	0.157	192.62	79919	Homo sapiens	chromosome 2 open reading frame 54(C2orf54)	C2ORF54
NM_024866	-2.57	0.0659	3111.65	79924	Homo sapiens	adrenomedullin 2(ADM2)	adm2
NM_024867	-2.15	0.13	664.26	79925	Homo sapiens	sperm flagellar 2(SPEF2)	SPEF2
NM_024871	-3.61	0.16	31538.28	79929	Homo sapiens	MAP6 domain containing 1(MAP6D1)	MAP6D1
NM_024877	-3.28	0.179	391.51	79935	Homo sapiens	cyclin N-terminal domain containing 2(CNTD2)	CNTD2
NM_024889	-7.14	0.212	2365.88	79949	Homo sapiens	pleckstrin homology domain containing S1(PLEKHS1)	PLEKHS1
NM_024893	-6.01	0.309	388.61	79953	Homo sapiens	synapse differentiation inducing 1(SYNDIG1)	SYNDIG1
NM_024898	-10.29	0.0939	1872.39	79958	Homo sapiens	DENN domain containing 1C(DENND1C)	DENND1C
NM_024917	-1.36	0.063	3175.43	79979	Homo sapiens	tRNA methyltransferase 2 homolog B(TRMT2B)	TRMT2B
NM_024919	-6.43	0.333	44.37	79981	Homo sapiens	FERM domain containing 1(FRMD1)	FRMD1
NM_024921	-6.02	0.161	40457.14	79983	Homo sapiens	premature ovarian failure, 1B(POF1B)	POF1B
NM_024922	-3.16	0.0566	3473.93	23491	Homo sapiens	carboxylesterase 3(CES3)	CES3
NM_024923	-1.02	0.188	117958.68	23225	Homo sapiens	nucleoporin 210(NUP210)	NUP210
NM_024930	-1.21	0.071	8477.23	79993	Homo sapiens	ELOVL fatty acid elongase 7(ELOVL7)	ELOVL7
NM_024933	-1.52	0.0508	33.13	79998	Homo sapiens	ankyrin repeat domain 53(ANKRD53)	ANKRD53
NM_024947	-1.66	0.0837	56080.38	80012	Homo sapiens	polyhomeotic homolog 3(PHC3)	PHC3
NM_024956	-2.44	0.147	14370.1	80021	Homo sapiens	transmembrane protein 62(TMEM62)	TMEM62
NM_024980	-1.6	0.129	2148.48	80045	Homo sapiens	G protein-coupled receptor 157(GPR157)	GPR157
NM_024991	-2.43	0.375	814.93	10580	Homo sapiens	sorbin and SH3 domain containing 1(SORBS1)	sorbs1
NM_024993	-1.25	0.388	20.26	80059	Homo sapiens	leucine rich repeat transmembrane neuronal 4(LRRTM4)	LRRTM4
NM_024997	-2.25	0.139	1104.28	80063	Homo sapiens	activating transcription factor 7 interacting protein 2(ATF7IP2)	atf7ip2
NM_025000	-1.33	0.167	3267.28	80067	Homo sapiens	DDB1 and CUL4 associated factor 17(DCAF17)	DCAF17
NM_025003	-4.68	0.0799	320.12	80070	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif 20(ADAMTS20)	ADAMTS20
NM_025073	-1.01	0.467	28819.96	80143	Homo sapiens	suppressor of IKBKE 1(SIKE1)	SIKE1
NM_025080	-2.98	0.102	2041.34	80150	Homo sapiens	asparaginase like 1(ASRGL1)	ASRGL1
NM_025098	-2.68	0.332	4.2	80168	Homo sapiens	monoacylglycerol O-acyltransferase 2(MOGAT2)	MOGAT2
NM_025113	-1.87	0.298	102.57	80183	Homo sapiens	RUN and cysteine rich domain containing beclin 1 interacting protein like(RUBCNL)	RUBCNL
NM_025124	-1.98	0.143	584.57	80194	Homo sapiens	transmembrane protein 134(TMEM134)	TMEM134
NM_025144	-1.52	0.0998	7755.28	80216	Homo sapiens	alpha kinase 1(ALPK1)	alpk1
NM_025153	-2.35	0.293	141.62	23120	Homo sapiens	ATPase phospholipid transporting 10B (putative)(ATP10B)	ATP10B
NM_025159	-1.29	0.051	78.62	80231	Homo sapiens	chromosome X open reading frame 21(CXorf21)	cxorf21
NM_025160	-1.28	0.102	180408.1	80232	Homo sapiens	WD repeat domain 26(WDR26)	WDR26
NM_025163	-1.22	0.0932	5350.34	80235	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class Z(PIGZ)	PIGZ
NM_025184	-3.37	0.213	1148.54	80258	Homo sapiens	EF-hand domain containing 2(EFHC2)	EFHC2
NM_025185	-1.97	0.186	129867.84	26115	Homo sapiens	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2(TANC2)	TANC2
NM_025188	-1.65	0.0533	9392.03	80263	Homo sapiens	tripartite motif containing 45(TRIM45)	TRIM45
NM_025198	-1.12	0.145	1934.64	80298	Homo sapiens	mitochondrial transcription termination factor 2(MTERF2)	MTERF2
NM_025211	-1.03	0.183	721.81	80318	Homo sapiens	G kinase anchoring protein 1(GKAP1)	GKAP1
NM_025212	-2.83	0.079	568.62	80319	Homo sapiens	CXXC finger protein 4(CXXC4)	cxxc4
NM_025227	-3	0.228	61.27	80341	Homo sapiens	BPI fold containing family B member 2(BPIFB2)	BPIFB2
NM_025236	-1.32	0.174	7134.06	80352	Homo sapiens	ring finger protein 39(RNF39)	RNF39
NM_025247	-1.12	0.0887	17397.27	80724	Homo sapiens	acyl-CoA dehydrogenase family member 10(ACAD10)	ACAD10
NM_025249	-4.14	0.102	1581.08	80726	Homo sapiens	KIAA1683(KIAA1683)	KIAA1683
NM_025257	-8.54	0.324	15230.61	80736	Homo sapiens	solute carrier family 44 member 4(SLC44A4)	SLC44A4
NM_025260	-2.03	0.203	10.27	80739	Homo sapiens	chromosome 6 open reading frame 25(C6orf25)	C6orf25
NM_025261	-3.68	0.25	227.22	80740	Homo sapiens	lymphocyte antigen 6 complex, locus G6C(LY6G6C)	LY6G6C
NM_030570	-4.28	0.305	3250.83	80761	Homo sapiens	uroplakin 3B(UPK3B)	upk3b
NM_030583	-2.25	0.125	7986.19	4147	Homo sapiens	matrilin 2(MATN2)	MATN2
NM_030590	-1.47	0.441	12.22	8785	Homo sapiens	matrilin 4(MATN4)	MATN4
NM_030592	-1.73	0.42	8.65	8785	Homo sapiens	matrilin 4(MATN4)	MATN4
NM_030615	-1.2	0.315	13.72	3834	Homo sapiens	kinesin family member 25(KIF25)	KIF25
NM_030621	-1.39	0.139	9891.38	23405	Homo sapiens	dicer 1, ribonuclease III(DICER1)	DICER1
NM_030632	-2.36	0.323	10.49	80816	Homo sapiens	additional sex combs like 3, transcriptional regulator(ASXL3)	ASXL3
NM_030634	-1.03	0.0878	25722.29	80818	Homo sapiens	zinc finger protein 436(ZNF436)	ZNF436
NM_030637	-1.37	0.115	11441.71	80821	Homo sapiens	DDHD domain containing 1(DDHD1)	DDHD1
NM_030639	-1.9	0.0823	899.77	80823	Homo sapiens	basic helix-loop-helix domain containing, class B, 9(BHLHB9)	BHLHB9
NM_030643	-1.79	0.232	752.07	80832	Homo sapiens	apolipoprotein L4(APOL4)	APOL4
NM_030647	-1.39	0.0831	30823.16	80853	Homo sapiens	lysine demethylase 7A(KDM7A)	KDM7A
NM_030648	-1	0.0593	205242.4	80854	Homo sapiens	SET domain containing lysine methyltransferase 7(SETD7)	SETD7
NM_030651	-1.61	0.16	1037.82	80863	Homo sapiens	proline rich transmembrane protein 1(PRRT1)	PRRT1
NM_030758	-1.93	0.0949	3122.98	23762	Homo sapiens	oxysterol binding protein 2(OSBP2)	OSBP2
NM_030760	-2.22	0.132	4460.19	53637	Homo sapiens	sphingosine-1-phosphate receptor 5(S1PR5)	S1PR5
NM_030761	-6.77	0.268	9364.65	54361	Homo sapiens	Wnt family member 4(WNT4)	WNT4
NM_030762	-1.56	0.399	19070.7	79365	Homo sapiens	basic helix-loop-helix family member e41(BHLHE41)	BHLHE41
NM_030766	-6.24	0.347	75.56	79370	Homo sapiens	BCL2 like 14(BCL2L14)	BCL2L14
NM_030773	-1.01	0.0675	996.32	81027	Homo sapiens	tubulin beta 1 class VI(TUBB1)	TUBB1
NM_030777	-3.16	0.112	100502.9	81031	Homo sapiens	solute carrier family 2 member 10(SLC2A10)	SLC2A10
NM_030787	-4.15	0.0608	17.7	81494	Homo sapiens	complement factor H related 5(CFHR5)	CFHR5
NM_030797	-1.49	0.531	1893.57	81553	Homo sapiens	family with sequence similarity 49 member A(FAM49A)	FAM49A
NM_030876	-1.14	0.347	2.2	81696	Homo sapiens	olfactory receptor family 5 subfamily V member 1(OR5V1)	or5v1
NM_030908	-2.67	0.171	6.38	79541	Homo sapiens	olfactory receptor family 2 subfamily A member 4(OR2A4)	OR2A4
NM_030924	-4.5	0.347	22.7	81616	Homo sapiens	acyl-CoA synthetase bubblegum family member 2(ACSBG2)	ACSBG2
NM_030929	-2.75	0.167	29715.13	81621	Homo sapiens	Kazal type serine peptidase inhibitor domain 1(KAZALD1)	KAZALD1
NM_030930	-1.44	0.13	32026.91	81622	Homo sapiens	unc-93 homolog B1 (C. elegans)(UNC93B1)	unc93b1
NM_030931	-4.09	0.347	16.98	81623	Homo sapiens	defensin beta 126(DEFB126)	DEFB126
NM_030941	-2.06	0.0612	3120.25	81691	Homo sapiens	exonuclease NEF-sp(LOC81691)	LOC81691
NM_030946	-1.26	0.347	2.39	442191	Homo sapiens	olfactory receptor family 14 subfamily J member 1(OR14J1)	OR14J1
